,repeated,no_lead,mst_corporate,rs_winter,special_requests,mst_online,rs_summer,log_lead,average_price,total_individuals
43,0,0,0.0,0.0,1,0.0,0.0,55,60.0,2
44,0,0,0.0,1.0,0,0.0,0.0,146,75.0,2
45,0,0,0.0,0.0,0,0.0,0.0,32,73.0,1
46,0,0,0.0,0.0,0,0.0,0.0,55,104.0,2
47,0,0,0.0,0.0,1,1.0,0.0,57,79.2,2
48,0,0,0.0,1.0,2,1.0,0.0,7,125.8,1
49,0,0,0.0,0.0,0,1.0,0.0,124,87.95,1
50,0,0,0.0,0.0,0,1.0,0.0,169,106.0,2
51,0,0,0.0,0.0,1,1.0,0.0,6,136.67,1
52,0,0,0.0,0.0,1,0.0,0.0,51,60.0,2
53,0,0,0.0,0.0,2,1.0,1.0,13,89.0,2
54,0,0,0.0,0.0,1,1.0,0.0,100,136.0,2
55,0,0,0.0,0.0,1,1.0,1.0,139,94.5,2
56,0,0,0.0,1.0,2,1.0,0.0,117,93.6,2
57,0,0,0.0,0.0,0,1.0,0.0,39,120.6,2
58,0,0,0.0,0.0,1,1.0,0.0,86,99.3,2
59,0,0,0.0,0.0,1,1.0,0.0,2,179.55,4
60,0,0,0.0,0.0,2,1.0,0.0,19,120.12,1
61,0,0,0.0,0.0,0,0.0,1.0,192,95.0,1
62,0,0,0.0,0.0,1,0.0,0.0,2,20.749999999999993,1
63,0,0,0.0,1.0,0,0.0,0.0,86,75.0,2
64,0,0,0.0,0.0,2,1.0,0.0,30,157.5,2
65,0,0,0.0,0.0,1,1.0,1.0,179,97.7,2
66,0,0,0.0,0.0,0,1.0,0.0,26,142.0,2
67,0,0,0.0,0.0,0,0.0,0.0,55,80.0,2
68,0,0,0.0,0.0,1,1.0,0.0,74,85.5,2
69,0,0,0.0,0.0,0,0.0,1.0,143,100.0,2
70,0,0,0.0,0.0,2,1.0,0.0,34,88.0,2
71,0,0,0.0,0.0,1,1.0,1.0,30,122.85,2
72,0,0,0.0,0.0,0,1.0,1.0,177,100.0,2
73,0,0,0.0,0.0,0,0.0,0.0,34,75.0,2
74,0,0,0.0,0.0,1,1.0,0.0,18,116.8,2
75,0,0,0.0,1.0,0,1.0,0.0,267,121.5,3
76,0,0,0.0,0.0,1,1.0,1.0,64,111.9,2
77,0,0,0.0,0.0,2,1.0,1.0,155,121.55,3
78,0,0,0.0,0.0,1,0.0,0.0,46,75.0,2
79,0,0,0.0,0.0,0,1.0,0.0,83,159.3,4
80,0,0,0.0,0.0,0,1.0,0.0,128,132.3,2
81,0,0,0.0,1.0,2,1.0,0.0,20,88.0,2
82,0,0,0.0,0.0,0,1.0,0.0,40,98.82,2
83,0,0,0.0,0.0,1,1.0,0.0,46,98.3,2
84,0,0,0.0,0.0,2,1.0,0.0,1,150.0,1
85,0,0,0.0,0.0,1,1.0,0.0,196,96.05,2
86,0,0,0.0,0.0,0,1.0,1.0,188,130.0,1
87,1,0,0.0,1.0,0,1.0,0.0,17,95.0,2
88,0,0,0.0,0.0,0,0.0,1.0,146,113.56,2
89,0,0,0.0,0.0,1,1.0,0.0,110,101.58,2
90,0,0,0.0,0.0,0,1.0,0.0,68,105.3,2
91,0,0,0.0,0.0,1,1.0,0.0,73,115.8,2
92,0,0,0.0,0.0,1,1.0,0.0,92,149.4,2
93,0,0,0.0,0.0,0,1.0,1.0,171,111.59,2
94,0,0,0.0,0.0,2,1.0,1.0,134,130.5,3
95,0,0,0.0,0.0,1,1.0,1.0,320,115.0,2
96,0,0,0.0,0.0,1,1.0,0.0,118,90.95,2
97,0,0,0.0,0.0,1,1.0,0.0,30,76.08,2
98,0,0,0.0,1.0,0,1.0,0.0,30,156.9,4
99,0,0,0.0,0.0,2,1.0,0.0,189,85.5,2
100,0,0,0.0,0.0,2,1.0,0.0,55,159.3,3
101,0,0,0.0,1.0,2,1.0,0.0,55,74.8,1
102,0,0,0.0,0.0,1,1.0,0.0,16,95.0,2
103,0,0,0.0,0.0,1,1.0,0.0,24,107.0,2
104,0,0,0.0,1.0,0,0.0,0.0,8,64.0,2
105,0,0,0.0,0.0,0,1.0,0.0,10,82.95,2
106,0,1,0.0,0.0,1,1.0,0.0,0,155.0,2
107,0,0,0.0,0.0,1,1.0,1.0,12,101.68,2
108,0,0,0.0,0.0,2,1.0,0.0,182,117.9,2
109,0,0,0.0,0.0,1,1.0,1.0,1,127.0,2
110,0,0,0.0,0.0,2,1.0,1.0,122,116.1,2
111,0,0,0.0,0.0,1,1.0,1.0,40,117.9,2
112,0,0,0.0,0.0,1,1.0,1.0,116,179.55,4
113,0,0,0.0,0.0,1,1.0,1.0,123,155.7,3
114,0,0,0.0,0.0,0,1.0,0.0,40,135.76,3
115,0,0,0.0,0.0,0,1.0,0.0,443,65.0,2
116,0,0,0.0,0.0,1,1.0,0.0,2,103.0,2
117,0,0,0.0,0.0,1,1.0,0.0,317,106.2,2
118,0,0,0.0,0.0,0,0.0,0.0,286,58.5,2
119,0,0,0.0,0.0,0,1.0,0.0,68,73.95,2
120,0,0,0.0,0.0,0,1.0,0.0,148,105.3,2
121,0,0,0.0,0.0,2,1.0,0.0,68,133.2,3
122,0,0,0.0,0.0,0,0.0,0.0,30,85.5,2
123,0,0,0.0,0.0,1,1.0,0.0,14,112.0,1
124,0,0,0.0,0.0,0,1.0,0.0,110,179.55,4
125,0,0,0.0,0.0,0,0.0,1.0,117,110.0,1
126,0,0,0.0,0.0,1,1.0,1.0,85,91.48,2
127,0,0,0.0,0.0,2,1.0,0.0,1,135.0,2
128,0,0,0.0,0.0,2,1.0,0.0,25,129.0,1
129,0,0,0.0,1.0,2,1.0,0.0,289,70.55,2
130,0,0,0.0,0.0,0,0.0,0.0,28,75.0,2
131,0,0,0.0,0.0,0,1.0,0.0,80,72.25,1
132,0,0,0.0,0.0,2,1.0,0.0,11,155.0,2
133,0,0,0.0,0.0,2,1.0,1.0,162,121.5,3
134,0,0,0.0,0.0,2,1.0,1.0,155,90.95,2
135,0,0,0.0,0.0,0,1.0,0.0,82,109.65,1
136,0,0,0.0,0.0,0,1.0,0.0,27,142.72,3
137,0,0,0.0,0.0,0,0.0,0.0,13,90.0,1
138,0,0,0.0,0.0,0,1.0,1.0,245,75.0,2
139,0,0,0.0,0.0,1,1.0,0.0,11,111.0,2
140,0,0,0.0,0.0,2,1.0,0.0,266,86.7,2
141,0,0,0.0,0.0,1,1.0,0.0,39,117.9,2
142,1,0,0.0,0.0,1,0.0,1.0,13,20.749999999999993,1
143,0,0,0.0,0.0,1,1.0,0.0,112,101.58,2
144,0,0,0.0,0.0,1,1.0,0.0,88,58.9,2
145,0,0,0.0,0.0,0,0.0,1.0,56,120.0,2
146,0,0,0.0,0.0,0,1.0,0.0,73,107.1,2
147,0,0,0.0,0.0,1,1.0,0.0,80,126.9,2
148,0,0,0.0,0.0,2,1.0,0.0,130,139.5,2
149,0,0,0.0,0.0,1,1.0,0.0,69,80.75,2
150,0,0,0.0,0.0,0,1.0,1.0,273,109.0,2
151,0,0,0.0,0.0,0,0.0,0.0,55,104.0,2
152,1,0,1.0,0.0,1,0.0,0.0,4,65.0,1
153,0,0,0.0,0.0,0,1.0,0.0,97,140.4,2
154,0,0,0.0,1.0,0,0.0,0.0,44,75.0,2
155,0,0,0.0,0.0,0,1.0,0.0,31,94.5,2
156,0,1,0.0,0.0,0,1.0,1.0,0,109.0,2
157,0,0,0.0,0.0,2,1.0,0.0,62,105.0,2
158,0,0,0.0,0.0,1,1.0,0.0,86,107.95,2
159,0,0,0.0,0.0,1,1.0,0.0,3,179.55,3
160,0,0,0.0,0.0,1,1.0,1.0,197,85.5,2
161,0,0,0.0,0.0,2,1.0,1.0,143,105.3,2
162,0,0,0.0,1.0,0,1.0,0.0,23,20.749999999999993,1
163,0,0,0.0,0.0,0,1.0,1.0,8,156.0,2
164,0,0,0.0,0.0,1,1.0,0.0,13,73.15,1
165,0,0,0.0,0.0,0,1.0,0.0,280,110.0,2
166,0,0,0.0,0.0,1,1.0,0.0,11,87.4,3
167,0,0,0.0,0.0,0,1.0,0.0,317,120.0,2
168,0,0,0.0,1.0,0,1.0,0.0,185,79.2,2
169,0,0,0.0,0.0,1,1.0,1.0,160,90.95,2
170,0,0,0.0,0.0,1,1.0,0.0,104,91.48,2
171,0,0,0.0,0.0,1,1.0,0.0,11,150.0,3
172,0,0,0.0,0.0,0,1.0,0.0,2,89.0,2
173,0,0,0.0,0.0,1,1.0,1.0,14,91.43,2
174,0,0,0.0,0.0,0,0.0,0.0,22,140.0,2
175,0,0,0.0,0.0,0,1.0,0.0,37,87.78,2
176,0,0,0.0,0.0,0,1.0,1.0,292,115.0,2
177,0,0,0.0,0.0,1,1.0,0.0,11,80.85,2
178,0,0,0.0,0.0,1,1.0,0.0,86,82.45,2
179,0,0,0.0,0.0,0,1.0,0.0,109,108.0,2
180,0,0,0.0,0.0,1,1.0,0.0,72,96.3,2
181,0,0,0.0,0.0,0,1.0,1.0,196,99.45,2
182,0,0,0.0,0.0,1,1.0,0.0,56,140.4,2
183,0,0,0.0,0.0,0,0.0,1.0,189,72.25,2
184,0,0,0.0,0.0,0,1.0,1.0,126,126.0,2
185,0,0,0.0,0.0,0,1.0,1.0,303,78.0,2
186,0,0,0.0,0.0,1,1.0,0.0,81,146.6,1
187,0,0,0.0,0.0,0,1.0,0.0,54,118.8,2
188,0,0,0.0,0.0,0,1.0,0.0,15,145.0,1
189,0,0,0.0,0.0,0,1.0,0.0,86,84.58,2
190,0,0,0.0,0.0,0,1.0,0.0,161,130.0,2
191,0,0,0.0,0.0,0,0.0,0.0,92,101.52,2
192,0,0,1.0,0.0,0,0.0,0.0,87,100.0,2
193,0,0,0.0,0.0,0,0.0,0.0,109,58.0,2
194,0,0,0.0,0.0,2,0.0,0.0,127,61.5,2
195,0,0,0.0,0.0,0,1.0,0.0,418,107.0,2
196,0,0,0.0,0.0,1,1.0,1.0,156,87.3,2
197,0,0,0.0,0.0,1,1.0,1.0,80,76.5,2
198,0,0,0.0,1.0,0,1.0,0.0,211,63.75,2
199,0,0,0.0,0.0,0,1.0,0.0,273,95.0,2
200,0,0,0.0,0.0,1,0.0,0.0,58,75.0,2
201,0,0,0.0,0.0,0,1.0,0.0,433,70.0,2
202,0,0,0.0,0.0,1,1.0,0.0,111,101.58,2
203,0,0,0.0,0.0,0,0.0,1.0,34,85.0,2
204,0,0,0.0,1.0,0,1.0,0.0,17,98.39,2
205,0,0,0.0,1.0,1,0.0,0.0,4,20.749999999999993,1
206,0,0,0.0,0.0,1,1.0,0.0,6,106.07,2
207,0,0,0.0,0.0,1,0.0,1.0,32,105.0,2
208,0,0,0.0,0.0,2,1.0,0.0,4,145.0,2
209,0,0,0.0,0.0,1,1.0,1.0,195,106.03,3
210,0,0,0.0,0.0,1,1.0,1.0,119,114.3,2
211,0,0,0.0,1.0,0,1.0,0.0,13,88.0,1
212,0,0,0.0,0.0,2,1.0,0.0,59,89.25,2
213,0,0,0.0,0.0,1,1.0,0.0,78,86.32,3
214,0,0,0.0,0.0,1,0.0,0.0,335,90.0,2
215,0,0,0.0,0.0,0,1.0,1.0,103,55.96,2
216,0,1,0.0,0.0,1,1.0,1.0,0,109.0,1
217,0,0,0.0,0.0,0,0.0,0.0,118,86.0,2
218,0,0,0.0,0.0,0,1.0,0.0,56,118.95,2
219,0,0,0.0,0.0,1,0.0,1.0,107,130.0,2
220,0,0,0.0,0.0,1,1.0,0.0,70,90.56,2
221,0,0,0.0,0.0,1,1.0,0.0,76,87.3,2
222,0,0,0.0,0.0,1,1.0,0.0,144,177.65,4
223,0,0,0.0,0.0,2,1.0,0.0,4,179.55,3
224,0,0,0.0,0.0,1,1.0,0.0,15,127.0,3
225,0,0,0.0,1.0,0,1.0,0.0,32,72.9,1
226,0,0,0.0,0.0,0,1.0,0.0,49,159.3,3
227,0,0,0.0,0.0,1,1.0,0.0,77,135.15,3
228,0,0,0.0,0.0,0,0.0,0.0,22,90.0,1
229,0,1,0.0,0.0,0,1.0,0.0,0,114.0,2
230,0,0,0.0,0.0,1,1.0,1.0,58,125.1,3
231,0,0,0.0,0.0,0,1.0,0.0,117,105.84,2
232,0,0,0.0,1.0,0,1.0,0.0,36,102.0,2
233,0,0,0.0,1.0,2,1.0,0.0,35,74.8,2
234,0,0,0.0,0.0,0,1.0,0.0,31,94.5,2
235,0,0,0.0,0.0,0,1.0,1.0,79,120.6,2
236,0,0,0.0,0.0,0,1.0,0.0,1,139.33,2
237,0,0,0.0,0.0,0,1.0,0.0,21,105.0,2
238,0,0,1.0,0.0,1,0.0,0.0,12,100.0,2
239,0,0,0.0,1.0,1,1.0,0.0,33,80.3,2
240,0,0,0.0,0.0,0,0.0,0.0,164,100.0,1
241,0,0,0.0,0.0,1,1.0,0.0,78,105.3,2
242,0,0,0.0,0.0,0,1.0,0.0,18,112.8,2
243,0,0,0.0,0.0,0,1.0,1.0,21,151.0,2
244,0,1,0.0,0.0,1,1.0,0.0,0,91.0,1
245,0,0,0.0,0.0,1,1.0,1.0,152,146.7,3
246,0,0,0.0,0.0,0,0.0,0.0,43,58.4,2
247,0,0,0.0,0.0,1,1.0,1.0,177,80.75,2
248,0,0,0.0,0.0,0,0.0,0.0,47,76.5,2
249,0,0,0.0,0.0,0,1.0,0.0,57,140.13,3
250,0,0,0.0,0.0,1,1.0,0.0,60,76.0,2
251,0,1,0.0,0.0,0,1.0,0.0,0,179.55,2
252,0,0,0.0,0.0,0,1.0,0.0,102,101.5,2
253,0,0,0.0,0.0,1,1.0,0.0,71,108.0,2
254,0,0,0.0,0.0,1,1.0,1.0,111,179.55,3
255,0,0,0.0,1.0,0,1.0,0.0,4,67.5,2
256,0,0,0.0,0.0,1,1.0,0.0,25,78.54,2
257,0,0,0.0,0.0,1,1.0,0.0,209,152.1,1
258,0,0,0.0,0.0,0,1.0,0.0,93,115.0,1
259,0,0,0.0,0.0,2,1.0,0.0,53,66.53,2
260,1,0,0.0,0.0,1,0.0,1.0,1,20.749999999999993,1
261,0,0,0.0,0.0,1,0.0,1.0,4,20.749999999999993,1
262,0,0,0.0,1.0,2,1.0,0.0,302,90.3,2
263,0,0,0.0,0.0,0,0.0,0.0,122,85.0,2
264,0,0,1.0,0.0,0,0.0,0.0,16,75.0,1
265,0,0,0.0,0.0,1,1.0,1.0,28,115.37,2
266,0,0,0.0,0.0,0,1.0,0.0,161,130.0,2
267,0,0,0.0,1.0,2,1.0,0.0,57,126.0,3
268,0,0,0.0,0.0,1,1.0,1.0,19,94.35,2
269,0,0,0.0,0.0,0,1.0,1.0,239,90.6,1
270,0,0,0.0,0.0,2,1.0,0.0,33,82.9,1
271,0,0,0.0,0.0,1,1.0,1.0,11,95.33,2
272,0,0,0.0,0.0,1,1.0,0.0,40,135.64,3
273,0,0,0.0,0.0,0,0.0,1.0,45,122.4,3
274,0,0,0.0,0.0,0,1.0,0.0,41,116.1,2
275,0,0,0.0,0.0,0,1.0,1.0,167,62.18,2
276,0,0,0.0,0.0,0,1.0,0.0,62,63.75,2
277,0,0,0.0,0.0,0,1.0,0.0,113,118.8,1
278,0,0,0.0,0.0,0,1.0,1.0,1,167.0,2
279,0,0,0.0,0.0,1,1.0,0.0,84,179.55,4
280,0,0,0.0,0.0,1,1.0,0.0,68,108.38,2
281,1,0,0.0,0.0,1,0.0,0.0,9,20.749999999999993,2
282,0,0,0.0,0.0,0,1.0,0.0,245,128.7,3
283,0,0,0.0,0.0,1,1.0,0.0,80,80.33,2
284,0,0,0.0,0.0,1,1.0,1.0,7,140.0,2
285,0,0,0.0,0.0,2,1.0,1.0,128,76.5,3
286,0,0,0.0,0.0,1,1.0,0.0,100,105.3,2
287,0,0,0.0,0.0,1,1.0,0.0,118,87.3,2
288,0,0,0.0,0.0,0,1.0,0.0,166,110.0,1
289,0,0,0.0,0.0,0,0.0,0.0,41,83.0,1
290,0,0,0.0,0.0,1,1.0,1.0,174,99.45,2
291,0,0,0.0,0.0,0,0.0,0.0,37,95.0,1
292,0,0,0.0,0.0,0,1.0,1.0,188,130.0,1
293,1,0,0.0,1.0,1,0.0,0.0,68,63.0,2
294,0,0,0.0,0.0,0,1.0,0.0,189,109.8,2
295,0,0,0.0,0.0,0,1.0,0.0,10,103.0,2
296,0,0,0.0,1.0,1,1.0,0.0,19,130.0,3
297,0,0,0.0,0.0,0,1.0,0.0,61,117.0,2
298,0,0,0.0,1.0,0,0.0,0.0,95,60.5,2
299,0,0,0.0,0.0,0,0.0,0.0,83,112.2,2
300,0,0,0.0,0.0,0,1.0,1.0,37,135.9,2
301,0,0,0.0,0.0,1,1.0,1.0,19,151.0,2
302,0,0,0.0,0.0,2,1.0,0.0,22,179.55,4
303,0,0,0.0,1.0,0,1.0,0.0,22,59.09,2
304,0,0,0.0,0.0,0,1.0,1.0,151,103.09,2
305,0,0,0.0,1.0,0,0.0,0.0,26,87.0,2
306,0,0,0.0,0.0,0,1.0,0.0,27,137.0,3
307,0,0,0.0,0.0,0,0.0,1.0,79,109.0,2
308,0,0,0.0,0.0,1,1.0,1.0,247,115.0,2
309,0,0,0.0,0.0,1,1.0,1.0,189,99.45,2
310,0,0,0.0,0.0,1,1.0,1.0,320,115.0,2
311,0,0,0.0,1.0,2,1.0,0.0,27,130.0,3
312,1,0,1.0,0.0,0,0.0,0.0,51,65.0,1
313,0,0,0.0,0.0,0,1.0,1.0,245,75.0,2
314,0,0,0.0,0.0,0,1.0,1.0,52,132.9,3
315,0,0,0.0,0.0,0,1.0,0.0,13,120.0,1
316,0,0,0.0,0.0,1,1.0,0.0,46,79.2,2
317,0,0,0.0,0.0,0,1.0,1.0,84,159.3,3
318,0,0,0.0,0.0,0,1.0,1.0,188,130.0,1
319,1,0,0.0,0.0,0,0.0,0.0,19,90.0,2
320,0,0,0.0,0.0,1,1.0,0.0,67,140.4,2
321,0,1,0.0,0.0,0,1.0,1.0,0,75.0,2
322,0,0,0.0,0.0,0,1.0,1.0,273,109.0,2
323,0,0,0.0,0.0,0,1.0,1.0,110,94.5,2
324,1,1,1.0,1.0,0,0.0,0.0,0,75.0,1
325,0,0,0.0,0.0,1,0.0,0.0,32,75.0,2
326,0,0,0.0,0.0,0,0.0,0.0,282,76.67,2
327,0,0,0.0,0.0,0,1.0,0.0,38,126.0,2
328,0,0,0.0,0.0,1,1.0,1.0,175,85.5,2
329,0,0,0.0,0.0,0,1.0,1.0,143,140.7,2
330,0,0,0.0,0.0,1,1.0,1.0,127,103.7,2
331,0,1,0.0,0.0,0,1.0,0.0,0,142.0,1
332,0,0,0.0,0.0,0,0.0,1.0,118,110.0,1
333,0,0,0.0,0.0,0,0.0,0.0,45,75.0,2
334,0,0,0.0,0.0,0,1.0,1.0,69,137.7,3
335,0,0,0.0,0.0,0,0.0,1.0,39,101.5,2
336,0,1,0.0,1.0,1,1.0,0.0,0,97.0,2
337,0,0,0.0,0.0,1,1.0,1.0,89,150.3,3
338,0,0,0.0,0.0,0,1.0,0.0,85,82.45,2
339,1,0,1.0,0.0,1,0.0,1.0,4,103.0,1
340,0,0,0.0,0.0,1,1.0,1.0,12,145.0,1
341,0,0,0.0,0.0,1,1.0,0.0,77,134.85,2
342,0,0,0.0,0.0,1,1.0,0.0,14,168.25,3
343,0,0,0.0,1.0,0,1.0,0.0,1,60.0,1
344,0,0,0.0,0.0,0,0.0,1.0,133,76.0,2
345,0,0,0.0,0.0,1,0.0,1.0,3,63.5,2
346,0,0,0.0,0.0,0,0.0,0.0,19,95.0,2
347,0,0,0.0,0.0,2,1.0,0.0,23,98.4,2
348,0,0,0.0,0.0,1,1.0,0.0,65,135.9,2
349,0,0,0.0,0.0,1,1.0,0.0,1,130.0,2
350,0,0,0.0,0.0,2,1.0,0.0,66,81.9,2
351,0,0,0.0,1.0,1,1.0,0.0,50,78.85,3
352,0,0,0.0,0.0,0,1.0,1.0,87,141.3,2
353,0,0,0.0,0.0,1,0.0,0.0,159,70.0,2
354,0,0,0.0,0.0,2,1.0,1.0,39,170.1,2
355,0,0,0.0,0.0,1,1.0,0.0,386,115.0,2
356,0,0,0.0,1.0,0,1.0,0.0,22,179.55,4
357,0,0,0.0,0.0,0,0.0,1.0,102,82.45,2
358,0,0,0.0,0.0,0,0.0,0.0,56,179.55,2
359,0,0,0.0,0.0,1,1.0,0.0,50,118.8,2
360,0,0,0.0,0.0,0,1.0,0.0,115,104.4,2
361,1,1,1.0,0.0,0,0.0,0.0,0,65.0,1
362,0,0,0.0,0.0,0,1.0,0.0,35,71.1,2
363,0,0,0.0,0.0,0,0.0,0.0,17,95.0,2
364,0,0,0.0,0.0,2,1.0,0.0,125,136.0,2
365,0,0,0.0,1.0,0,1.0,0.0,32,147.9,4
366,0,0,0.0,0.0,0,0.0,0.0,5,123.7,2
367,0,0,0.0,0.0,0,1.0,1.0,91,135.9,2
368,0,0,0.0,0.0,0,0.0,0.0,102,109.0,2
369,0,0,0.0,0.0,1,1.0,0.0,9,179.55,3
370,0,0,0.0,1.0,1,1.0,0.0,155,115.6,3
371,0,1,0.0,0.0,0,1.0,0.0,0,179.55,4
372,0,0,1.0,0.0,0,0.0,0.0,11,65.0,1
373,0,1,1.0,1.0,0,0.0,0.0,0,80.0,1
374,0,0,0.0,0.0,0,0.0,0.0,86,73.83,3
375,1,0,1.0,0.0,0,0.0,0.0,18,67.0,1
376,0,0,0.0,0.0,1,1.0,0.0,58,80.3,2
377,0,0,0.0,0.0,0,0.0,0.0,54,85.0,2
378,0,0,0.0,0.0,1,1.0,1.0,25,152.1,3
379,0,0,0.0,0.0,1,1.0,0.0,107,89.25,2
380,0,0,0.0,0.0,0,0.0,0.0,100,110.0,1
381,0,0,0.0,0.0,0,1.0,0.0,273,95.0,2
382,0,0,0.0,0.0,0,1.0,0.0,29,79.0,2
383,0,0,0.0,0.0,0,1.0,1.0,221,80.0,2
384,0,0,0.0,0.0,2,1.0,0.0,213,102.85,2
385,0,0,0.0,0.0,0,1.0,0.0,198,90.0,2
386,0,0,0.0,1.0,2,1.0,0.0,81,62.37,2
387,0,0,0.0,0.0,0,1.0,0.0,23,98.0,2
388,0,0,0.0,0.0,1,1.0,0.0,26,117.67,2
389,0,0,0.0,0.0,1,1.0,1.0,20,141.0,2
390,0,0,0.0,1.0,2,1.0,0.0,124,156.61,3
391,0,0,0.0,0.0,0,1.0,1.0,85,152.1,3
392,0,0,0.0,0.0,0,1.0,1.0,167,105.3,2
393,0,0,0.0,0.0,1,1.0,0.0,71,119.85,2
394,0,0,0.0,0.0,2,1.0,0.0,48,97.2,2
395,0,0,0.0,0.0,0,1.0,0.0,37,116.1,1
396,0,0,0.0,0.0,0,1.0,0.0,76,150.45,3
397,0,0,0.0,1.0,0,0.0,0.0,13,71.0,1
398,0,0,0.0,0.0,0,0.0,1.0,3,20.749999999999993,1
399,0,0,0.0,1.0,0,0.0,0.0,75,60.0,2
400,1,0,1.0,0.0,1,0.0,0.0,5,89.0,1
401,0,0,0.0,0.0,1,1.0,0.0,386,115.0,2
402,0,0,0.0,0.0,1,0.0,0.0,180,100.0,2
403,0,0,0.0,0.0,2,1.0,0.0,122,75.9,2
404,0,0,0.0,0.0,0,0.0,0.0,224,65.0,2
405,0,0,0.0,0.0,2,1.0,0.0,24,104.55,2
406,0,0,0.0,0.0,0,1.0,0.0,162,115.0,1
407,0,0,0.0,0.0,0,1.0,1.0,25,179.55,3
408,0,0,0.0,0.0,0,1.0,1.0,1,115.0,1
409,0,0,0.0,0.0,1,1.0,0.0,236,84.43,2
410,0,0,0.0,0.0,0,1.0,0.0,120,90.95,2
411,0,0,0.0,0.0,1,1.0,0.0,12,179.55,2
412,0,0,0.0,0.0,1,1.0,0.0,224,97.18,2
413,0,0,0.0,0.0,0,0.0,0.0,33,79.11,1
414,0,0,0.0,0.0,0,0.0,0.0,24,20.749999999999993,2
415,0,0,0.0,0.0,1,1.0,0.0,22,120.0,2
416,0,0,0.0,0.0,1,1.0,0.0,10,126.0,2
417,0,0,0.0,1.0,1,1.0,0.0,15,91.0,2
418,0,0,0.0,0.0,0,1.0,0.0,230,137.0,2
419,0,0,0.0,0.0,0,0.0,0.0,54,67.32,2
420,0,0,0.0,0.0,0,1.0,0.0,45,81.62,2
421,0,0,0.0,0.0,2,1.0,0.0,63,123.66,3
422,0,0,0.0,0.0,1,1.0,1.0,166,94.5,2
423,0,0,0.0,0.0,0,1.0,1.0,148,96.3,2
424,0,0,0.0,0.0,1,1.0,1.0,136,88.01,2
425,0,0,0.0,0.0,2,1.0,0.0,37,81.9,2
426,0,0,0.0,0.0,1,1.0,0.0,66,119.85,2
427,0,0,0.0,0.0,0,0.0,0.0,11,83.5,1
428,1,0,1.0,0.0,1,0.0,0.0,1,67.0,1
429,0,0,0.0,0.0,1,1.0,1.0,7,156.0,2
430,0,0,0.0,0.0,0,0.0,0.0,43,85.0,2
431,0,0,0.0,0.0,1,1.0,1.0,247,115.0,2
432,0,0,0.0,0.0,1,1.0,0.0,24,107.1,2
